lineId,season,name,team,position,situation,games_played,icetime,iceTimeRank,xGoalsPercentage,corsiPercentage,fenwickPercentage,xOnGoalFor,xGoalsFor,xReboundsFor,xFreezeFor,xPlayStoppedFor,xPlayContinuedInZoneFor,xPlayContinuedOutsideZoneFor,flurryAdjustedxGoalsFor,scoreVenueAdjustedxGoalsFor,flurryScoreVenueAdjustedxGoalsFor,shotsOnGoalFor,missedShotsFor,blockedShotAttemptsFor,shotAttemptsFor,goalsFor,reboundsFor,reboundGoalsFor,freezeFor,playStoppedFor,playContinuedInZoneFor,playContinuedOutsideZoneFor,savedShotsOnGoalFor,savedUnblockedShotAttemptsFor,penaltiesFor,penalityMinutesFor,faceOffsWonFor,hitsFor,takeawaysFor,giveawaysFor,lowDangerShotsFor,mediumDangerShotsFor,highDangerShotsFor,lowDangerxGoalsFor,mediumDangerxGoalsFor,highDangerxGoalsFor,lowDangerGoalsFor,mediumDangerGoalsFor,highDangerGoalsFor,scoreAdjustedShotsAttemptsFor,unblockedShotAttemptsFor,scoreAdjustedUnblockedShotAttemptsFor,dZoneGiveawaysFor,xGoalsFromxReboundsOfShotsFor,xGoalsFromActualReboundsOfShotsFor,reboundxGoalsFor,totalShotCreditFor,scoreAdjustedTotalShotCreditFor,scoreFlurryAdjustedTotalShotCreditFor,xOnGoalAgainst,xGoalsAgainst,xReboundsAgainst,xFreezeAgainst,xPlayStoppedAgainst,xPlayContinuedInZoneAgainst,xPlayContinuedOutsideZoneAgainst,flurryAdjustedxGoalsAgainst,scoreVenueAdjustedxGoalsAgainst,flurryScoreVenueAdjustedxGoalsAgainst,shotsOnGoalAgainst,missedShotsAgainst,blockedShotAttemptsAgainst,shotAttemptsAgainst,goalsAgainst,reboundsAgainst,reboundGoalsAgainst,freezeAgainst,playStoppedAgainst,playContinuedInZoneAgainst,playContinuedOutsideZoneAgainst,savedShotsOnGoalAgainst,savedUnblockedShotAttemptsAgainst,penaltiesAgainst,penalityMinutesAgainst,faceOffsWonAgainst,hitsAgainst,takeawaysAgainst,giveawaysAgainst,lowDangerShotsAgainst,mediumDangerShotsAgainst,highDangerShotsAgainst,lowDangerxGoalsAgainst,mediumDangerxGoalsAgainst,highDangerxGoalsAgainst,lowDangerGoalsAgainst,mediumDangerGoalsAgainst,highDangerGoalsAgainst,scoreAdjustedShotsAttemptsAgainst,unblockedShotAttemptsAgainst,scoreAdjustedUnblockedShotAttemptsAgainst,dZoneGiveawaysAgainst,xGoalsFromxReboundsOfShotsAgainst,xGoalsFromActualReboundsOfShotsAgainst,reboundxGoalsAgainst,totalShotCreditAgainst,scoreAdjustedTotalShotCreditAgainst,scoreFlurryAdjustedTotalShotCreditAgainst
847458684779558482665,2023,Mccann-Beniers-Eberle,SEA,line,5on5,4,2339.0,9.0,0.61,0.59,0.57,27.13,2.49,1.68,6.87,0.86,14.98,10.11,2.31,2.55,2.36,30.0,7.0,11.0,48.0,1.0,5.0,0.0,2.0,0.0,20.0,9.0,29.0,36.0,6.0,15.0,18.0,16.0,3.0,6.0,28.0,5.0,4.0,0.65,0.53,1.31,0.0,1.0,0.0,48.09,37.0,37.44,2.0,0.35,1.34,1.34,1.5,1.54,1.48,20.44,1.59,1.28,5.09,0.66,11.3,8.07,1.55,1.6,1.57,21.0,7.0,6.0,34.0,3.0,0.0,0.0,1.0,0.0,16.0,8.0,18.0,25.0,4.0,11.0,31.0,14.0,9.0,7.0,19.0,8.0,1.0,0.42,0.89,0.28,0.0,3.0,0.0,34.57,28.0,28.18,1.0,0.27,0.0,0.0,1.85,1.87,1.82
847344984768788481522,2023,Girgensons-Krebs-Okposo,BUF,line,5on5,3,856.0,20.0,0.16,0.37,0.41,6.5,0.24,0.37,1.9,0.21,3.63,2.65,0.24,0.23,0.22,6.0,3.0,2.0,11.0,0.0,0.0,0.0,0.0,0.0,7.0,2.0,6.0,9.0,2.0,4.0,8.0,6.0,1.0,5.0,9.0,0.0,0.0,0.24,0.0,0.0,0.0,0.0,0.0,10.28,9.0,8.37,4.0,0.08,0.0,0.0,0.32,0.3,0.29,9.41,1.25,0.82,2.29,0.33,4.83,3.49,1.22,1.37,1.34,11.0,2.0,6.0,19.0,2.0,1.0,1.0,0.0,1.0,4.0,5.0,9.0,11.0,0.0,0.0,11.0,9.0,1.0,3.0,7.0,5.0,1.0,0.23,0.78,0.23,0.0,2.0,0.0,20.49,13.0,14.03,2.0,0.17,0.19,0.19,1.23,1.35,1.32
84770188481167,2023,Hutton-Pachal,VGK,pairing,5on5,4,1957.0,15.0,0.53,0.49,0.45,15.39,1.64,1.01,3.45,0.46,7.45,5.98,1.56,1.65,1.57,18.0,2.0,15.0,35.0,2.0,2.0,0.0,1.0,0.0,11.0,4.0,16.0,18.0,8.0,22.0,9.0,7.0,10.0,7.0,13.0,4.0,3.0,0.39,0.45,0.8,2.0,0.0,0.0,36.89,20.0,21.11,3.0,0.21,0.58,0.8,1.05,1.08,1.06,18.04,1.43,1.17,4.74,0.58,9.4,6.68,1.4,1.41,1.38,14.0,10.0,13.0,37.0,0.0,1.0,0.0,2.0,0.0,14.0,7.0,14.0,24.0,4.0,11.0,16.0,16.0,2.0,5.0,19.0,4.0,1.0,0.7,0.5,0.22,0.0,0.0,0.0,36.16,24.0,23.5,3.0,0.24,0.22,0.22,1.45,1.44,1.41
84785008483460,2023,Provorov-Jiricek,CBJ,pairing,5on5,2,1701.0,2.0,0.35,0.32,0.32,6.39,0.5,0.38,1.74,0.27,3.53,2.59,0.49,0.47,0.46,7.0,2.0,4.0,13.0,1.0,1.0,0.0,1.0,0.0,4.0,2.0,6.0,8.0,3.0,6.0,13.0,5.0,3.0,3.0,7.0,2.0,0.0,0.27,0.23,0.0,1.0,0.0,0.0,12.48,9.0,8.73,2.0,0.08,0.14,0.14,0.43,0.4,0.4,13.91,0.91,0.95,3.11,0.52,8.02,5.48,0.9,0.94,0.93,13.0,6.0,9.0,28.0,2.0,1.0,0.0,1.0,0.0,9.0,6.0,11.0,17.0,2.0,4.0,19.0,4.0,2.0,3.0,15.0,4.0,0.0,0.55,0.37,0.0,1.0,1.0,0.0,28.36,19.0,19.7,0.0,0.19,0.07,0.07,1.03,1.07,1.06
84756908478502,2023,Gilbert-Tanev,CGY,pairing,5on5,2,1140.0,6.0,0.41,0.57,0.52,8.3,0.4,0.45,2.26,0.27,4.93,3.69,0.39,0.42,0.42,8.0,4.0,5.0,17.0,0.0,0.0,0.0,0.0,1.0,6.0,5.0,8.0,12.0,0.0,0.0,7.0,3.0,2.0,1.0,11.0,1.0,0.0,0.24,0.15,0.0,0.0,0.0,0.0,17.66,12.0,12.53,0.0,0.09,0.0,0.0,0.49,0.52,0.51,8.27,0.58,0.52,2.21,0.27,4.19,3.24,0.58,0.55,0.55,6.0,5.0,2.0,13.0,1.0,1.0,0.0,0.0,0.0,4.0,5.0,5.0,10.0,3.0,6.0,6.0,7.0,4.0,1.0,9.0,2.0,0.0,0.29,0.29,0.0,0.0,1.0,0.0,12.54,11.0,10.62,1.0,0.11,0.05,0.05,0.64,0.6,0.6
847688284800398480829,2023,Teravainen-Kotkaniemi-Necas,CAR,line,5on5,3,1117.0,11.0,0.47,0.57,0.55,16.22,0.96,1.03,5.19,0.59,8.4,5.82,0.9,0.93,0.88,14.0,8.0,4.0,26.0,2.0,4.0,0.0,3.0,0.0,11.0,2.0,12.0,20.0,0.0,0.0,15.0,2.0,2.0,3.0,18.0,4.0,0.0,0.48,0.48,0.0,2.0,0.0,0.0,25.99,22.0,22.03,2.0,0.22,0.34,0.34,0.84,0.84,0.8,13.04,1.06,0.85,3.26,0.41,7.36,5.07,1.05,1.03,1.02,11.0,7.0,2.0,20.0,2.0,1.0,0.0,2.0,0.0,9.0,4.0,9.0,16.0,3.0,6.0,12.0,7.0,3.0,2.0,13.0,5.0,0.0,0.35,0.71,0.0,2.0,0.0,0.0,19.16,18.0,17.23,2.0,0.17,0.18,0.18,1.06,1.03,1.02
848152384816188483515,2023,Slafkovsky-Newhook-Dach,MTL,line,5on5,2,764.0,7.0,0.69,0.7,0.6,6.17,0.65,0.41,1.66,0.23,3.52,2.52,0.62,0.71,0.67,6.0,3.0,5.0,14.0,2.0,1.0,0.0,0.0,0.0,4.0,2.0,4.0,7.0,1.0,2.0,3.0,11.0,1.0,3.0,5.0,4.0,0.0,0.14,0.51,0.0,1.0,1.0,0.0,15.15,9.0,9.88,1.0,0.09,0.12,0.12,0.62,0.67,0.65,4.68,0.3,0.28,1.32,0.13,2.35,1.62,0.3,0.28,0.28,4.0,2.0,0.0,6.0,0.0,0.0,0.0,1.0,0.0,3.0,2.0,4.0,6.0,2.0,4.0,8.0,10.0,1.0,5.0,4.0,2.0,0.0,0.06,0.24,0.0,0.0,0.0,0.0,5.62,6.0,5.63,3.0,0.06,0.0,0.0,0.36,0.34,0.34
847516684775038477939,2023,Domi-Tavares-Nylander,TOR,line,5on5,3,1050.0,10.0,0.54,0.53,0.56,13.73,1.36,1.17,3.4,0.5,8.17,5.4,1.29,1.32,1.25,15.0,5.0,3.0,23.0,0.0,1.0,0.0,2.0,0.0,12.0,5.0,15.0,20.0,0.0,0.0,11.0,4.0,4.0,3.0,13.0,6.0,1.0,0.32,0.78,0.26,0.0,0.0,0.0,22.74,20.0,19.79,1.0,0.25,0.01,0.01,1.59,1.55,1.47,10.81,1.15,0.76,2.79,0.43,6.09,4.79,1.11,1.19,1.16,13.0,3.0,4.0,20.0,3.0,1.0,1.0,1.0,0.0,6.0,5.0,10.0,13.0,2.0,4.0,6.0,11.0,3.0,2.0,11.0,4.0,1.0,0.32,0.56,0.27,1.0,1.0,1.0,20.85,16.0,16.53,2.0,0.16,0.27,0.27,1.04,1.09,1.07
847749284775018478420,2023,Nichushkin-Mackinnon-Rantanen,COL,line,5on5,3,653.0,30.0,0.67,0.48,0.5,6.28,0.65,0.35,1.79,0.17,2.92,2.11,0.65,0.68,0.68,4.0,4.0,4.0,12.0,0.0,1.0,0.0,1.0,0.0,4.0,2.0,4.0,8.0,0.0,0.0,8.0,1.0,2.0,0.0,5.0,2.0,1.0,0.07,0.28,0.31,0.0,0.0,0.0,13.01,8.0,8.64,0.0,0.07,0.09,0.09,0.64,0.67,0.66,5.63,0.32,0.37,1.29,0.18,3.39,2.46,0.32,0.3,0.29,6.0,2.0,5.0,13.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,6.0,8.0,1.0,2.0,9.0,4.0,1.0,1.0,8.0,0.0,0.0,0.32,0.0,0.0,0.0,0.0,0.0,12.27,8.0,7.49,0.0,0.07,0.0,0.0,0.39,0.36,0.36
84781788479410,2023,Sergachev-Raddysh,TBL,pairing,5on5,4,3706.0,4.0,0.43,0.47,0.48,28.71,1.71,1.88,7.22,0.99,17.47,12.74,1.64,1.7,1.63,21.0,21.0,14.0,56.0,0.0,1.0,0.0,2.0,1.0,20.0,18.0,21.0,42.0,5.0,13.0,34.0,23.0,7.0,7.0,38.0,4.0,0.0,1.21,0.5,0.0,0.0,0.0,0.0,55.55,42.0,41.63,1.0,0.38,0.15,0.15,1.93,1.93,1.85,33.28,2.29,2.21,7.91,1.12,18.27,14.2,2.19,2.29,2.19,36.0,10.0,17.0,63.0,5.0,4.0,0.0,3.0,0.0,18.0,16.0,31.0,41.0,7.0,17.0,23.0,18.0,9.0,8.0,36.0,10.0,0.0,1.09,1.2,0.0,2.0,3.0,0.0,64.02,46.0,47.08,5.0,0.46,0.35,0.35,2.4,2.4,2.32
847645684774968478233,2023,Mangiapane-Lindholm-Huberdeau,CGY,line,5on5,3,1414.0,8.0,0.73,0.65,0.59,14.21,1.1,0.93,3.65,0.48,8.33,5.51,1.08,1.15,1.13,15.0,5.0,12.0,32.0,2.0,0.0,0.0,2.0,0.0,7.0,9.0,13.0,18.0,1.0,2.0,21.0,4.0,2.0,2.0,16.0,4.0,0.0,0.55,0.55,0.0,1.0,1.0,0.0,32.43,20.0,20.85,2.0,0.19,0.0,0.0,1.3,1.36,1.33,8.86,0.41,0.65,2.3,0.39,5.99,4.27,0.4,0.4,0.39,11.0,3.0,3.0,17.0,1.0,2.0,1.0,0.0,0.0,8.0,3.0,10.0,13.0,1.0,2.0,12.0,3.0,5.0,5.0,14.0,0.0,0.0,0.41,0.0,0.0,1.0,0.0,0.0,16.75,14.0,13.77,2.0,0.13,0.02,0.02,0.52,0.5,0.49
847576384779448478104,2023,Vrana-Hayes-Blais,STL,line,5on5,2,927.0,6.0,0.83,0.84,0.77,7.39,0.76,0.52,1.84,0.24,3.91,2.73,0.74,0.73,0.71,6.0,4.0,6.0,16.0,1.0,2.0,0.0,1.0,0.0,2.0,4.0,5.0,9.0,0.0,0.0,9.0,9.0,5.0,4.0,6.0,4.0,0.0,0.22,0.54,0.0,0.0,1.0,0.0,15.5,10.0,9.61,2.0,0.11,0.33,0.33,0.55,0.53,0.53,2.22,0.16,0.17,0.52,0.06,1.2,0.89,0.15,0.17,0.16,2.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,3.0,0.0,0.0,7.0,6.0,1.0,1.0,3.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,3.1,3.0,3.1,0.0,0.04,0.0,0.0,0.2,0.2,0.2
84808878482964,2023,Harris-Xhekaj,MTL,pairing,5on5,3,1828.0,6.0,0.52,0.63,0.57,13.42,1.21,0.9,3.29,0.48,8.24,5.88,1.17,1.27,1.23,13.0,7.0,17.0,37.0,1.0,1.0,0.0,0.0,0.0,10.0,8.0,12.0,19.0,4.0,8.0,9.0,20.0,2.0,12.0,15.0,4.0,1.0,0.43,0.51,0.27,1.0,0.0,0.0,37.62,20.0,20.27,9.0,0.18,0.12,0.12,1.27,1.32,1.3,11.14,1.1,0.8,2.57,0.34,5.94,4.24,1.09,1.1,1.09,11.0,4.0,7.0,22.0,0.0,1.0,0.0,1.0,0.0,8.0,5.0,11.0,15.0,6.0,12.0,10.0,13.0,0.0,4.0,10.0,4.0,1.0,0.32,0.52,0.27,0.0,0.0,0.0,22.37,15.0,15.16,4.0,0.17,0.05,0.05,1.23,1.23,1.22
84756908477851,2023,Oesterle-Tanev,CGY,pairing,5on5,1,714.0,3.0,0.23,0.31,0.36,3.69,0.23,0.18,1.09,0.12,1.97,1.41,0.23,0.22,0.22,4.0,1.0,3.0,8.0,0.0,0.0,0.0,1.0,0.0,2.0,2.0,4.0,5.0,1.0,2.0,11.0,0.0,0.0,4.0,4.0,1.0,0.0,0.11,0.12,0.0,0.0,0.0,0.0,8.1,5.0,5.13,3.0,0.04,0.0,0.0,0.26,0.26,0.26,6.21,0.74,0.42,1.74,0.25,3.34,2.5,0.65,0.76,0.66,6.0,3.0,9.0,18.0,2.0,1.0,0.0,1.0,0.0,3.0,2.0,4.0,7.0,1.0,2.0,5.0,5.0,2.0,2.0,7.0,1.0,1.0,0.25,0.18,0.31,2.0,0.0,0.0,18.01,9.0,8.94,1.0,0.09,0.31,0.31,0.52,0.53,0.44
84788828478911,2023,Gavrikov-Roy,LAK,pairing,5on5,3,2214.0,5.0,0.69,0.6,0.66,26.38,2.56,1.74,6.79,0.9,14.71,10.3,2.5,2.56,2.5,26.0,11.0,12.0,49.0,3.0,2.0,0.0,1.0,0.0,20.0,11.0,23.0,34.0,10.0,23.0,17.0,12.0,6.0,11.0,24.0,11.0,2.0,0.78,1.25,0.54,0.0,2.0,1.0,46.82,37.0,35.74,10.0,0.36,0.4,0.4,2.52,2.51,2.47,13.44,1.18,0.84,3.24,0.46,7.74,5.56,1.13,1.28,1.23,14.0,5.0,13.0,32.0,3.0,1.0,0.0,0.0,0.0,8.0,7.0,11.0,16.0,7.0,17.0,24.0,9.0,1.0,3.0,14.0,4.0,1.0,0.5,0.38,0.29,2.0,1.0,0.0,35.46,19.0,20.78,3.0,0.17,0.29,0.29,1.05,1.14,1.1
847707084796198480855,2023,Carcone-Mcbain-O'Brien,ARI,line,5on5,2,603.0,7.0,0.66,0.24,0.25,2.73,0.68,0.19,0.75,0.09,0.75,0.55,0.55,0.68,0.55,3.0,0.0,1.0,4.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,3.0,3.0,1.0,2.0,3.0,6.0,0.0,0.0,0.0,1.0,2.0,0.0,0.11,0.57,0.0,0.0,0.0,4.03,3.0,2.89,0.0,0.04,0.57,0.57,0.15,0.15,0.14,6.22,0.35,0.42,1.51,0.23,3.66,2.83,0.35,0.34,0.34,7.0,2.0,4.0,13.0,0.0,1.0,0.0,1.0,0.0,2.0,5.0,7.0,9.0,4.0,8.0,4.0,4.0,1.0,2.0,8.0,1.0,0.0,0.2,0.15,0.0,0.0,0.0,0.0,12.61,9.0,8.84,0.0,0.09,0.01,0.01,0.43,0.41,0.41
847682684774168480009,2023,Bjorkstrand-Gourde-Tolvanen,SEA,line,5on5,3,1583.0,8.0,0.51,0.46,0.44,13.75,1.21,0.92,3.49,0.42,6.87,5.09,1.18,1.22,1.19,10.0,8.0,8.0,26.0,0.0,0.0,0.0,0.0,0.0,10.0,8.0,10.0,18.0,0.0,0.0,12.0,9.0,4.0,4.0,15.0,2.0,1.0,0.61,0.26,0.33,0.0,0.0,0.0,25.85,18.0,17.97,1.0,0.19,0.0,0.0,1.4,1.42,1.39,16.82,1.15,0.96,4.49,0.54,9.13,6.73,1.13,1.15,1.13,17.0,6.0,7.0,30.0,0.0,1.0,0.0,0.0,0.0,11.0,11.0,17.0,23.0,2.0,4.0,15.0,10.0,8.0,8.0,19.0,3.0,1.0,0.43,0.41,0.3,0.0,0.0,0.0,30.78,23.0,23.29,5.0,0.2,0.3,0.3,1.04,1.04,1.03
84809508483490,2023,Mintyukov-Lyubushkin,ANA,pairing,5on5,2,1330.0,5.0,0.32,0.41,0.41,9.29,0.62,0.53,2.42,0.3,5.3,3.83,0.61,0.62,0.62,10.0,3.0,7.0,20.0,1.0,0.0,0.0,4.0,0.0,3.0,5.0,9.0,12.0,4.0,11.0,15.0,15.0,3.0,0.0,11.0,2.0,0.0,0.35,0.27,0.0,0.0,1.0,0.0,21.0,13.0,13.28,0.0,0.11,0.0,0.0,0.73,0.73,0.73,14.14,1.31,0.87,3.72,0.43,7.38,5.29,1.27,1.28,1.25,12.0,7.0,10.0,29.0,0.0,2.0,0.0,1.0,0.0,8.0,8.0,12.0,19.0,2.0,4.0,8.0,9.0,2.0,3.0,14.0,2.0,3.0,0.33,0.22,0.76,0.0,0.0,0.0,28.18,19.0,18.75,2.0,0.18,0.48,0.48,1.01,0.99,0.98
84740318475762,2023,Forbort-Shattenkirk,BOS,pairing,5on5,2,1314.0,4.0,0.42,0.49,0.47,10.46,0.9,0.74,2.66,0.38,5.59,3.73,0.9,0.87,0.87,12.0,2.0,9.0,23.0,0.0,0.0,0.0,1.0,0.0,5.0,8.0,12.0,14.0,3.0,8.0,16.0,9.0,1.0,2.0,9.0,5.0,0.0,0.33,0.57,0.0,0.0,0.0,0.0,22.42,14.0,13.69,0.0,0.16,0.0,0.0,1.06,1.02,1.02,12.1,1.22,0.84,2.89,0.4,5.88,4.76,1.16,1.25,1.19,8.0,8.0,8.0,24.0,1.0,1.0,0.0,0.0,0.0,6.0,8.0,7.0,15.0,0.0,0.0,9.0,9.0,2.0,2.0,10.0,4.0,2.0,0.33,0.43,0.46,0.0,1.0,0.0,24.25,16.0,16.1,1.0,0.18,0.13,0.13,1.27,1.3,1.23
84754628481605,2023,Lacombe-Gudas,ANA,pairing,5on5,2,1217.0,5.0,0.57,0.37,0.41,10.64,1.32,0.69,2.59,0.36,5.1,3.94,1.28,1.33,1.28,9.0,5.0,3.0,17.0,0.0,1.0,0.0,0.0,0.0,8.0,5.0,9.0,14.0,1.0,5.0,8.0,9.0,3.0,1.0,10.0,3.0,1.0,0.4,0.37,0.56,0.0,0.0,0.0,17.06,14.0,13.92,1.0,0.15,0.56,0.56,0.91,0.92,0.91,14.01,1.01,0.99,3.25,0.45,8.13,6.18,0.98,1.0,0.97,11.0,9.0,9.0,29.0,0.0,1.0,0.0,0.0,0.0,11.0,8.0,11.0,20.0,2.0,7.0,11.0,3.0,3.0,1.0,16.0,3.0,1.0,0.49,0.29,0.22,0.0,0.0,0.0,28.84,20.0,20.03,0.0,0.2,0.22,0.22,0.99,0.98,0.96
847810984815288482175,2023,Olofsson-Cozens-Peterka,BUF,line,5on5,2,1365.0,3.0,0.36,0.36,0.33,5.96,0.43,0.31,1.34,0.17,3.1,2.65,0.43,0.42,0.42,6.0,2.0,4.0,12.0,0.0,0.0,0.0,1.0,0.0,3.0,4.0,6.0,8.0,0.0,0.0,12.0,12.0,3.0,4.0,6.0,2.0,0.0,0.15,0.27,0.0,0.0,0.0,0.0,11.52,8.0,7.63,2.0,0.06,0.0,0.0,0.49,0.48,0.48,12.21,0.77,0.65,3.0,0.37,6.18,5.03,0.76,0.82,0.82,13.0,3.0,5.0,21.0,2.0,1.0,0.0,0.0,0.0,8.0,5.0,11.0,14.0,0.0,0.0,8.0,15.0,5.0,4.0,13.0,2.0,1.0,0.25,0.27,0.25,1.0,0.0,1.0,22.95,16.0,17.59,2.0,0.14,0.16,0.16,0.74,0.78,0.78
84768568478408,2023,Dermott-Dumba,ARI,pairing,5on5,3,1920.0,7.0,0.52,0.42,0.34,11.08,1.34,0.71,2.8,0.39,5.44,4.32,1.26,1.41,1.32,7.0,8.0,10.0,25.0,0.0,4.0,0.0,0.0,0.0,6.0,5.0,7.0,15.0,2.0,4.0,14.0,9.0,0.0,1.0,10.0,3.0,2.0,0.27,0.34,0.74,0.0,0.0,0.0,25.46,15.0,15.26,0.0,0.15,0.81,0.81,0.68,0.71,0.71,21.16,1.26,1.23,5.58,0.66,11.79,8.47,1.23,1.24,1.21,16.0,13.0,6.0,35.0,1.0,1.0,0.0,1.0,0.0,10.0,16.0,15.0,28.0,3.0,6.0,15.0,15.0,6.0,5.0,26.0,2.0,1.0,0.61,0.35,0.3,1.0,0.0,0.0,34.9,29.0,29.24,0.0,0.25,0.2,0.2,1.32,1.29,1.27
84752008478970,2023,Orlov-Chatfield,CAR,pairing,5on5,2,639.0,7.0,0.61,0.56,0.5,1.54,0.11,0.11,0.39,0.06,0.73,0.59,0.11,0.13,0.13,1.0,1.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,3.0,6.0,5.0,2.0,2.0,2.0,1.0,1.0,0.0,0.02,0.1,0.0,0.0,0.0,0.0,5.52,2.0,2.19,1.0,0.02,0.0,0.0,0.14,0.16,0.16,1.11,0.07,0.06,0.3,0.05,0.93,0.58,0.07,0.07,0.07,1.0,1.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,1.0,2.0,5.0,2.0,0.0,2.0,2.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,3.76,2.0,1.85,0.0,0.01,0.0,0.0,0.09,0.08,0.08
84775068481014,2023,Romanov-Pulock,NYI,pairing,5on5,2,1794.0,3.0,0.49,0.49,0.54,16.18,1.09,0.99,4.3,0.57,8.61,6.44,1.07,1.07,1.05,10.0,12.0,7.0,29.0,0.0,2.0,0.0,0.0,0.0,13.0,7.0,10.0,22.0,2.0,6.0,14.0,14.0,3.0,5.0,17.0,4.0,1.0,0.39,0.46,0.25,0.0,0.0,0.0,29.37,22.0,22.22,2.0,0.21,0.35,0.35,0.95,0.93,0.92,14.52,1.14,0.85,3.82,0.48,6.91,5.8,1.11,1.17,1.13,13.0,6.0,11.0,30.0,0.0,1.0,0.0,1.0,0.0,11.0,6.0,13.0,19.0,2.0,4.0,12.0,12.0,1.0,9.0,15.0,2.0,2.0,0.31,0.25,0.58,0.0,0.0,0.0,29.59,19.0,18.63,4.0,0.18,0.34,0.34,0.99,1.0,0.99
84745658479980,2023,Hague-Pietrangelo,VGK,pairing,5on5,2,1842.0,3.0,0.75,0.62,0.61,17.71,1.68,1.15,4.58,0.58,9.87,7.14,1.61,1.79,1.72,20.0,5.0,8.0,33.0,2.0,1.0,0.0,1.0,0.0,11.0,10.0,18.0,23.0,0.0,0.0,17.0,10.0,6.0,7.0,17.0,7.0,1.0,0.43,0.87,0.38,1.0,1.0,0.0,36.38,25.0,26.81,3.0,0.24,0.38,0.38,1.53,1.61,1.57,11.49,0.57,0.67,2.94,0.42,6.24,5.16,0.57,0.55,0.55,11.0,5.0,4.0,20.0,2.0,0.0,0.0,1.0,0.0,5.0,8.0,9.0,14.0,1.0,2.0,16.0,6.0,2.0,4.0,14.0,2.0,0.0,0.37,0.2,0.0,1.0,1.0,0.0,18.88,16.0,15.28,0.0,0.14,0.0,0.0,0.71,0.69,0.69
847646084764808478398,2023,Connor-Scheifele-Namestnikov,WPG,line,5on5,2,605.0,16.0,0.46,0.52,0.44,5.79,0.51,0.41,1.54,0.21,3.06,2.28,0.5,0.46,0.45,4.0,4.0,4.0,12.0,1.0,1.0,1.0,2.0,0.0,2.0,2.0,3.0,7.0,0.0,0.0,5.0,1.0,1.0,3.0,6.0,1.0,1.0,0.19,0.09,0.23,0.0,0.0,1.0,10.74,8.0,7.16,2.0,0.09,0.23,0.23,0.37,0.33,0.33,7.28,0.59,0.49,1.83,0.26,4.03,2.8,0.58,0.63,0.61,8.0,2.0,1.0,11.0,1.0,1.0,0.0,0.0,0.0,4.0,4.0,7.0,9.0,3.0,6.0,4.0,2.0,1.0,1.0,9.0,0.0,1.0,0.32,0.0,0.27,1.0,0.0,0.0,11.8,10.0,10.65,1.0,0.1,0.27,0.27,0.42,0.46,0.45
847994184826608482705,2023,Johnson-Sillinger-Danforth,CBJ,line,5on5,2,1092.0,6.0,0.23,0.31,0.27,4.66,0.44,0.37,1.02,0.18,2.76,2.23,0.44,0.42,0.42,5.0,2.0,3.0,10.0,1.0,0.0,0.0,0.0,0.0,2.0,4.0,4.0,6.0,0.0,0.0,5.0,4.0,2.0,1.0,4.0,3.0,0.0,0.08,0.35,0.0,0.0,1.0,0.0,9.9,7.0,6.82,1.0,0.08,0.0,0.0,0.51,0.49,0.49,13.9,1.45,1.06,3.07,0.44,7.69,5.29,1.41,1.46,1.42,11.0,8.0,3.0,22.0,1.0,3.0,0.0,2.0,0.0,7.0,6.0,10.0,18.0,0.0,0.0,11.0,4.0,1.0,1.0,13.0,4.0,2.0,0.4,0.45,0.6,0.0,1.0,0.0,22.16,19.0,19.07,0.0,0.21,0.71,0.71,0.96,0.99,0.98
84769798479323,2023,Gustafsson-Fox,NYR,pairing,5on5,2,1035.0,11.0,0.76,0.73,0.77,19.87,1.88,1.37,4.67,0.72,10.9,7.47,1.82,1.93,1.87,20.0,7.0,5.0,32.0,3.0,4.0,1.0,2.0,0.0,13.0,5.0,17.0,24.0,1.0,2.0,11.0,1.0,2.0,1.0,20.0,5.0,2.0,0.69,0.62,0.57,1.0,2.0,0.0,31.21,27.0,27.04,0.0,0.28,0.83,0.83,1.33,1.34,1.31,5.34,0.59,0.49,1.19,0.19,3.25,2.29,0.57,0.6,0.58,2.0,6.0,4.0,12.0,0.0,1.0,0.0,0.0,1.0,5.0,1.0,2.0,8.0,2.0,4.0,16.0,4.0,1.0,1.0,5.0,2.0,1.0,0.12,0.26,0.2,0.0,0.0,0.0,13.05,8.0,8.38,1.0,0.1,0.01,0.01,0.68,0.69,0.67
