Season,Tm,PA,BB%,K%,BB/K,AVG,OBP,SLG,OPS,ISO,BABIP,wRC,wRAA,wOBA,wRC+
2024,"COL",492,0.069105691,0.286585365,0.241134751,0.225950782,0.284552845,0.369127516,0.653680361,0.143176734,0.291946308,47.848968069820444,-10.062688578100165,0.28555027268281796,69.71607880842478
2024,"MIA",600,0.071666666,0.23,0.311594202,0.243144424,0.303839732,0.380255941,0.684095673,0.137111517,0.295454545,65.05261198256746,-5.571359539286933,0.2993902045747508,89.29559434617886
2024,"HOU",439,0.075170842,0.164009111,0.458333333,0.246192893,0.310502283,0.375634517,0.6861368,0.129441624,0.274447949,47.49461476137668,-4.178591068780124,0.2985585663510465,95.21229798251474
2024,"LAD",427,0.079625292,0.187353629,0.425,0.262337662,0.327058823,0.459740259,0.786799082,0.197402597,0.287197231,59.76340786317074,9.502681463451026,0.3396290533682879,119.13807646155277
2024,"MIL",529,0.09073724,0.228733459,0.396694214,0.243697478,0.315689981,0.3802521,0.695942081,0.136554622,0.293255131,59.867099161958784,-2.3997023964761865,0.30545527138791456,94.90182893477134
2024,"WSN",601,0.073211314,0.19467554,0.376068376,0.253258845,0.322203672,0.383612662,0.705816334,0.130353817,0.30024213,70.20045599887388,-0.5412221421836261,0.3099115123118844,98.89555539577852
2024,"NYM",617,0.081037277,0.192868719,0.420168067,0.263636363,0.338211382,0.432727272,0.770938654,0.169090909,0.304347826,84.91441470367786,12.289430655370948,0.33600503963445605,120.0487228441714
2024,"PHI",606,0.105610561,0.226072607,0.467153284,0.290566037,0.369205298,0.47735849,0.846563788,0.186792453,0.352785145,97.6920117576314,26.361800520558447,0.3655309860979147,135.056578139968
2024,"PIT",625,0.0768,0.256,0.3,0.247755834,0.312903225,0.393177737,0.706080962,0.145421903,0.310880829,71.93363532834032,-1.633001673591347,0.30738591752391803,94.84674907391589
2024,"STL",684,0.073099415,0.209064327,0.349650349,0.217886178,0.282127031,0.318699186,0.600826217,0.100813008,0.265524625,56.1680561271641,-24.34327140774993,0.2667906173234861,70.42323038404426
2024,"SDP",494,0.101214574,0.161943319,0.625,0.232183908,0.315682281,0.386206896,0.701889177,0.154022988,0.251461988,56.397670474286556,-1.7493994120402296,0.307012354741331,100.06884777268824
2024,"SFG",708,0.076271186,0.230225988,0.331288343,0.288401253,0.342291371,0.456112852,0.798404223,0.167711599,0.356076759,101.74364325536392,18.407356859575717,0.3427461354489367,123.43458428949974
